date,AAPL,ACN,AMD,AMZN,BAC,BLK,COST,CVS,DIS,DPZ,F,GILD,INTU,JD,JPM,KO,LUV,MA,MCD,MSFT,NAT,NVDA,PBI,PFE,SBUX,SPY,TGT,TM,TSLA,UL,UNH,WMT,XOM
2021-01-15,82.7481940256576,275.84956150121803,65.65863664397118,299.77122515344826,234.61272935222672,102.77376321347226,52.525879686843865,269.2677473086685,241.89445638110186,236.73173492248222,253.74657076530647,72.60644619486726,136.9082037178547,85.50696455863776,268.11969915378205,189.57483536977867,136.67051942311153,66.86507751414474,138.13131491217226,132.82334265323627,228.37586151091705,194.84269905876803,287.2426527175517,172.09391897663136,81.62189438901709,236.62664639689115,259.19085538678775,191.08444002095158,241.2841584009598,172.4123299330316,180.09584912313184,171.35241995219343,58.037280378112946
2021-01-18,81.30438784813424,274.1374762361845,65.99132265212337,308.14512560186176,234.94846066611922,105.70560468046183,52.665663638774205,272.83256937293174,245.89881508972923,237.22272955397997,248.38811044413094,72.3949252281018,140.6367409274622,86.53362751092989,266.30361596938207,188.5436034983371,133.94597115554703,69.00231119019794,140.52924236184788,132.44793684660183,229.3769317569595,187.81108956302083,284.33919281913256,174.5873979402988,82.60781184803834,237.52114035138854,259.1873496861081,193.3380508836408,240.49642469505727,166.80021701707278,180.14193217357092,172.2832695196191,59.11363417376437
2021-01-19,78.84395811061496,273.5036799408735,65.91334268369553,303.77471481784517,236.22332693072482,107.15320628487113,52.44232289185663,279.1972913811693,244.7467461492718,236.2795789646734,245.9274102388713,71.68447558826358,139.29614116611367,84.90589292532624,265.5265486953779,188.746717126902,130.42512641797774,68.86191447914663,140.6691124763352,133.9183730478049,235.22832481371628,190.56700006566822,280.67383225521246,173.28436819620683,83.2059872322112,236.33097962235976,254.9581705247541,200.09638766911186,239.6207816167267,164.7376354486826,174.77872716196245,174.2306941791425,58.17543808183407
2021-01-20,78.90158004405708,279.38587142081485,64.68617803677041,304.20144686281475,240.14778246653336,102.5103916126265,51.81449096500703,276.56961610133436,244.1067824712752,236.26972071976598,240.52842588780982,71.12650296884637,137.44339780681244,84.52475496731596,266.49333490643414,191.60187227174742,132.08938485275706,69.85600408636962,138.35216149650194,133.9206876701806,247.14768320547475,193.89992010146136,278.1073341225475,176.25550200468055,82.8475826925103,234.86160184405486,259.8734004763312,196.43086739866362,233.8739325133658,167.85416136423146,174.906083011257,174.55087960664463,57.839304372385804
2021-01-21,78.5090990633937,276.72768645529504,63.91492911357088,302.76697311334885,239.13835381917158,100.99681946395955,51.39826188667111,269.1980637176993,246.82020559244722,237.28482811870083,240.09898602085678,71.37722313278238,138.16535457349678,83.72630408010154,264.2695941247454,193.2893900742466,132.4456830463791,73.03041473122856,142.75190255048722,136.6188572230888,243.33211035971362,192.07087590622424,272.32409724543686,176.82808928141552,80.20962450501398,233.8924378997801,258.84388186043014,192.2396306570794,236.36991872930943,164.09684423376197,175.62039057915436,181.0105371409092,56.346639804455044
2021-01-22,78.26910232140446,274.395033381484,63.182671422479324,305.94719370859843,242.02978375320382,102.42484468370799,50.84934716452906,276.6267210325368,240.13539642726468,234.9768433525482,240.94955895497833,71.49428335765869,139.4222183096737,85.53133132627912,263.80087017596856,193.67553121791536,131.5543611983367,73.97993753879211,141.9072773358449,135.7060401223019,246.14388088361,195.49777380500626,259.97218492346315,177.55444186486574,79.9763950997648,236.23220574252915,258.01619382977884,195.92013852664127,234.4036896516385,156.97931464276647,178.27552818686993,179.07067248958836,54.91999734972109
2021-01-25,78.30523825247714,273.07351450225246,64.23106862035921,309.70417943071084,242.32632869884762,100.81005099831339,51.07416909282508,277.2627833223062,242.36434517104215,233.05450963294328,238.93837906379747,71.99480281532026,142.60446720135482,86.66034811470836,264.1851205649006,192.16596569623883,132.21457409728941,72.26364968752036,139.72280663791895,140.15024619292805,248.25937094624254,194.36870314568796,264.57686764216027,180.03673105657074,79.57823234985884,235.33096336955504,256.13919878909815,198.70753545677007,237.44191790792192,161.3698610460733,180.8623583724648,175.34616809286666,55.176936221771
2021-01-26,76.56031426213244,270.1551736611691,64.46565547672407,313.27059816587087,240.08059331374898,96.67243262441588,51.21819746452651,285.57123458513223,241.67016655682164,233.26299990190756,248.005450557138,72.5734042310637,143.2089157020374,87.19121068894323,265.2829141280608,188.64689035810008,130.17456094767329,75.29176925072575,140.24333422237072,140.4614500144991,247.8517452817592,196.98559482002682,279.1357974647976,181.08814999401125,79.0467926323255,235.1247316619445,259.93111630342634,197.11213777002123,240.14436723316788,154.0932679047491,180.34527139182083,176.8147339640917,56.3353638291252
2021-01-27,75.23964222781335,261.61041337865356,64.15547825181169,308.7283427073097,239.7475052408303,96.6701931240886,50.22053445614046,288.245162445007,241.1505465648486,235.86854464509946,238.6194851472352,71.67722961994248,144.5852952940278,86.28084351698841,264.6231154006985,188.67503192263857,130.45000591906896,74.20737233454953,140.6722548307914,138.15324417658243,251.3962274394505,196.62333685380113,280.07475014407703,186.1254044224263,78.03469974724979,238.5283199040953,250.7794676623056,191.3790474858222,236.42397243565628,150.52900471077083,180.9201635618291,177.51388749323277,56.107188491642894
2021-01-28,75.00751021557043,264.70238047420963,65.23297616037026,303.43999306932693,238.8712564882911,96.55808175321408,50.59284264379297,285.9463294484707,240.88885166326625,236.04005334313675,235.12821298437126,71.0525098226986,144.8932550339553,86.14718384183631,266.7888359584553,185.48180078263584,129.94476708833508,73.85247838368348,142.9158866388536,135.42711805428598,252.67888342085254,197.49075178251078,289.98469578955894,184.20877375574514,77.44971496410578,236.40739162929097,245.2156018936222,196.34469185650266,232.75863596196086,148.10749478316112,184.3331828441265,173.54904672916928,56.80781012551706
2021-01-29,72.78150883187956,272.0253884352483,62.530720039588566,296.5552179735791,237.53344662184523,98.27820211728785,50.57487729013898,285.0308814632931,246.10688644915885,241.22520034095237,238.45315362285734,70.5277030510247,143.87233975228173,84.6915492006708,267.2576643065526,180.63380917857506,130.82481743325627,77.145384905806,144.92696021579263,134.09317981778682,255.51103506547614,203.02337870473494,299.76564310008825,182.31829598391457,77.94622017366463,236.14177048482608,247.95600780469965,197.48737081996464,225.84742348606102,147.0886260255266,184.90752555562,170.37666328885624,57.35317484932643
2021-02-01,70.45399607524695,267.462474371481,64.21837360138672,293.19516668834825,239.0425365771932,95.22217750832407,52.1838102552171,284.215651598569,246.55256256877053,241.75644867509843,241.4982928278558,69.21379552199332,143.9119716717343,83.96475638594511,260.16617724953846,183.595726282535,130.3158377331921,77.56512188456732,145.45558941480107,133.15246291405714,266.24590586882397,202.8827177452587,290.1149851011353,181.601077602993,78.43603713384931,237.51438190553128,244.37405974911968,200.19833494484354,220.859369839231,150.47717965687772,181.59908493973052,169.90760409708966,58.36158239556657
2021-02-02,70.64292534296165,272.3190166207448,65.02243004780003,298.3528041343844,241.8188412126761,94.45381036683092,52.68717110637273,279.6233103423786,246.40603053542975,243.82480091361506,242.17209606822797,69.64279649409548,143.4199131547513,85.25895286028013,259.8686608349862,182.23004596528872,131.7165495481969,75.25237200579181,146.8898984201374,130.24173756133698,273.45283375950527,202.00751327090867,290.9679484850615,182.4468311001867,76.67635327479272,236.07978483874547,247.89959435123592,202.76690429386298,221.74295923119217,146.49471401905694,183.1504318032999,171.52045708557685,58.41163990676275
2021-02-03,72.52538420545488,268.41760095974354,64.39383537038808,288.7645500600301,244.25569392102815,95.00023517863092,51.38071782048935,274.404706402002,243.13211737049286,245.85052277974705,240.65334564195445,68.96874408792496,140.9270290786259,84.08507005140237,251.98698200302832,178.6953460558336,130.09861143183312,76.38667286189474,146.45001609732935,127.98416474567205,286.9246808878122,199.7647062954889,298.23717330586857,185.65167454736167,75.27819578140479,236.363446863502,246.21328932777342,201.09239403817287,223.41165335602855,144.69373668256293,181.95045966536227,171.17744407549742,58.06281498586034
2021-02-04,70.73465125669908,273.16869174757886,65.75270825342122,290.18683549529766,243.32486503788866,93.80644128404927,50.847022539050954,281.7402351055491,246.81312296397942,243.9228551540674,241.48048099035432,68.68620206754679,142.45155871309075,84.7149630011511,256.4308895542361,176.25372373533065,130.2917378333173,73.5597802893247,142.9807162616767,130.42686858012107,281.3910488978361,196.95386508852394,298.21276013297626,187.07313935872165,74.35535428909434,228.36757412426797,243.3727888033625,204.66202650088084,224.47899648732937,148.55727110048576,179.16280920351286,167.60148459763965,58.50722865878499
2021-02-05,71.1073693124811,275.0728952866034,66.98812872055522,291.91876447655966,244.43088764095518,95.03549953472026,51.237111489192536,284.5439525128559,250.82783507730068,247.74977901565418,238.22248702755985,69.14173584949638,141.56827148772743,83.79183089903717,253.65324511219941,177.70918240769544,130.96787433200413,74.21343515011628,142.38831327521103,130.44775484501085,286.2650173893279,192.05586617199543,298.39518998852157,187.30493421798457,75.04906760178683,225.40262903853895,248.39895904086538,205.35173239794455,225.32936039790792,147.37878626540777,180.5737523349179,167.73638825074525,59.67611925111917
2021-02-08,68.95508074998396,276.2130878080355,67.54758255241875,291.2980460227372,243.42629401350916,94.42341229260528,51.37706044153573,279.0759951865486,254.7339336843713,246.68322051444946,238.85696355644419,69.49999877233664,140.30171230240967,83.66125119474732,245.56068444933413,179.87224776830558,132.67771046960942,71.5406345541288,141.30666151367063,127.08823727541656,285.27716540118433,194.20435465117126,304.693870218045,189.5925355174984,76.25400293979342,225.00434883556295,244.61441811441037,205.07585523780867,227.25270038147738,143.82749269779578,184.86580222301723,169.73487026627322,59.48113995975844
2021-02-09,67.92185138317805,272.3401117808984,67.66610422690961,290.51250306954364,245.95990891541106,93.84914609841576,51.77361077481049,279.12176534048166,255.89418197782305,246.22901712177867,242.41426056027058,70.176418967814,141.5071908599682,84.36017485990041,241.91234976304742,180.84955143298134,134.67788799203552,72.31877085763422,138.5612611670532,126.96478343507309,287.5677061387716,191.74348009166414,296.1274522985902,189.0149198148353,75.60699806917523,225.0756055762378,239.44143814211483,206.8059057009309,225.4835845423839,146.70729086200367,184.2164525938965,169.70974504020296,59.319184367237845
2021-02-10,66.93663612509596,287.387628378367,67.03036337614168,294.59270238849166,243.15333618571552,94.49151132324631,52.15239332124762,279.1821057617458,253.69179458670502,245.69486664177103,240.37619793789545,72.38819746040436,141.50268383258197,84.97097357850787,248.9436150664921,178.30343519353212,134.7712988620985,71.91061175647785,138.3577361352157,126.49297832548191,283.3033484267878,192.40190860414097,289.59967521626226,191.05484197994585,76.19424896965006,224.06858904650468,238.0465305222928,207.6871250199909,223.2567727297711,152.09405414286755,185.20152647692095,170.6098285547567,59.986688813591286
2021-02-11,66.11936156107704,294.3333240106371,67.20116511354719,298.4391055803852,242.68916827695546,96.77704259167933,52.47291172548998,286.09516397258056,252.3045920623719,246.29804851936075,235.24503214399118,71.93901309698985,143.12226900059554,86.28097375007023,261.07641609334615,178.04670553403434,133.33137877425554,73.10643643364399,135.41671272868808,128.03264496191855,280.4334762405294,193.11566814461676,296.35955830429197,190.88644519767394,77.06988875591664,226.14132023718884,232.15245292863258,205.07955147016074,218.89151988316294,158.2748595508145,184.99287113794637,174.63382813960905,58.417722324577454
2021-02-12,65.32142529497052,299.5728638346615,67.45809540317744,300.6640905819616,239.50984613785164,99.22452409978719,53.09363699884927,287.498831327822,249.68378770881176,247.19385249563115,233.81307867436442,70.48108985223027,143.0468728531398,86.11691465411035,265.5904742269121,171.68815757092818,133.73464547815854,71.3111938817373,136.27512677298068,129.0680155161057,279.99265047604683,195.80285410764148,288.7108256064057,193.18894341312534,76.44579717145554,222.74586177935973,231.34029520474397,199.06679684485553,219.68564272129004,157.46380539651994,188.26712611714225,176.14397281582845,57.11348460474769
2021-02-15,64.1672696936814,303.06699192304825,68.60972255115806,305.6939985713911,242.68598782659993,99.07375975337791,53.3889597680251,291.77103256192606,248.57657252289374,248.23006891612093,232.21796892531054,70.02446908211138,143.22313831444922,85.34503439578823,265.072470707993,168.83289945016148,133.46904740587948,72.01968869727028,134.76709061847856,129.1048336660854,280.86592678010135,197.33500210779997,287.9262616448251,195.4740809354418,74.57840746353759,229.50490603036076,228.66855986398735,200.28213122978818,217.12480560795817,159.49766731673077,189.05926646937584,174.69325194172217,58.125741550817544
2021-02-16,63.950019204095575,306.7778866265628,67.40525034589332,305.67483353076466,247.98478458985423,100.82255780201605,53.64164073464819,290.47543284156325,248.918052292229,248.82230226469133,234.4062792791843,69.10751824607244,144.99065303431004,84.12642720820676,272.12078421630355,166.7408991911865,133.9696235859966,73.6178591107773,134.13996886932912,130.05560412390216,289.41018572813044,199.25731639392762,290.11752659330114,192.08110283538167,73.77582056801421,232.0315186251269,230.48392430888762,202.42647690687568,218.9841144261294,163.64539758962508,188.43590624331304,174.9986815324627,57.165283474118105
2021-02-17,62.23173492166758,296.17092097653887,66.26353777555661,312.1545182526888,243.956049594758,100.28081419000411,52.617281258308545,288.7028892231401,249.6599388202176,247.21310992221552,239.8044659869349,70.50347873325272,139.35359115032404,83.37746365012134,272.4172573221083,169.86028369456594,133.28807337257714,73.59872641374119,131.21567264484977,125.891813055639,298.2774313328223,193.20085733468866,304.7305037333132,193.61394401655363,74.39907523912018,233.48050783371826,229.73894335713356,203.62929367448987,218.52910636873057,165.45870760097338,188.41189535640459,172.8832516748712,56.365645812522644
2021-02-18,60.94158241507808,302.5555068188874,65.48446934472663,304.4296807395396,245.04196598804725,103.07307837124635,53.23657478204918,286.9337549707058,243.59819646613371,246.99162632561013,239.00471449423068,69.67535074746036,140.77899368654099,85.47913392992545,273.4268953784926,170.3296511518077,131.85776532505338,75.87401767473905,131.05061913684327,124.36076307445853,298.739014323149,194.77689088528984,305.65367472391466,196.15320497777913,74.76337729898229,232.92432270976062,231.0339844643932,205.15555777046222,214.9893372215942,169.28825493283543,187.6872561603851,172.29742526001888,57.064870442664095
2021-02-19,61.93131815415483,298.10876492218375,66.54465890053986,302.2762160314452,249.90109337208207,101.55191338259091,53.43390917764514,284.61614051317696,252.32126408503464,244.09375606164147,241.63622438159857,69.06228961065263,139.94645687104028,86.01590054472005,278.87728458763166,174.93157181847351,129.52466480061275,76.32854851775116,134.80278307563154,119.98913073811457,300.75974404640266,194.79134138755555,308.3627782977467,194.61541448230253,73.51771835425876,228.60740470646002,234.15391029125811,208.49326798828596,215.90403605157414,167.50238962094446,183.55015181629074,173.59430089430668,56.05607482546036
2021-02-22,61.00277636433279,294.4537479262358,66.3067051801079,299.34706241317605,250.04123362590462,100.42700624838288,54.00471397884587,287.99729956574123,252.83063090442764,245.31787140838205,252.5719681024176,68.07487860952116,136.95869216319466,86.83605214433263,287.74126984938476,174.21268038905626,132.21902901417656,76.50133635228094,133.0752688348259,117.49561739132494,304.77734886110073,191.80912415177409,308.9197183573979,197.95527420749903,73.27199852019253,231.74344100363936,230.37536746491517,206.96441516231886,212.1042518618187,167.74895968103615,185.62109345345044,173.79549189240115,57.192822262463075
2021-02-23,60.03945687406614,295.9926976126466,65.64299245759942,300.89365723149274,251.44112535552767,101.49929990640568,53.15049101638733,285.33318156393557,250.13106147944364,244.8448293073782,253.02972324170418,68.72480519131274,134.95709371438684,85.01259110873406,297.8824837660513,171.04557362363116,133.56121482678685,76.56634094339242,133.74418627098783,117.50201355979632,302.42489572696945,193.34757148912684,306.1073004979179,200.46706108874247,73.79284119459417,233.24700277097776,228.84054247846285,206.3256404977923,208.95999145605904,166.57839526583732,183.02009646024447,176.8171000051282,57.24515768124155
2021-02-24,60.266069441406046,294.65651869943434,65.9176510256323,311.01935771142587,250.68740579161684,100.32312557958674,53.58016143881497,277.6580030400689,250.46076020415535,244.05212274654306,247.83178990382783,69.20451071981336,135.1368655364559,83.00352040489801,294.85869915218416,163.1845958342937,134.05683294400617,77.05096926752026,131.74540697380297,118.87108413055518,294.5599064362967,190.22083647733086,308.8376543313627,199.0712618477723,73.76049810897437,232.0402006103895,227.61237353845203,205.30302878488357,207.1408748732918,167.58670652640242,181.48673279306428,176.88527215083147,56.57494475213457
2021-02-25,58.32595432840436,300.62830603249967,66.58704804987717,320.734062208245,247.95834912431755,99.95473680664097,53.482848528270736,280.82783267414544,248.55416157247885,241.3479622259869,254.166136782703,68.96120738268078,137.3173835620712,83.87030596813108,294.7597186680319,162.74296065258977,133.47333839254418,77.03885889222197,133.97334945049872,116.88309454219772,295.29193792746867,186.66185780130454,302.46596590896496,199.06352912400965,72.0795249321977,236.98930475091902,224.00458003412461,205.24646761065492,210.35197579993073,164.73803136909711,175.812227753778,175.89792763827035,55.779705822006264
2021-02-26,55.55879225040432,302.58874043680373,66.87814940477206,325.75252841995575,245.05779362158185,97.11721918012658,53.1634666928932,280.6905948696384,252.2519979587186,244.8412477335635,260.69873181031863,69.23879871738298,139.3366972151891,83.17089000547182,295.5971673125446,159.62824568117193,133.60528787149647,77.20022961910114,138.5064066930705,116.32495671936168,295.91046526815535,187.43504758721855,299.6098406769305,197.43994605589285,73.22654331131604,234.77957097297917,220.05156112369102,207.32138743398588,213.58426251901048,163.26863629774473,174.80631519777057,176.5767156941427,55.145398770869626
2021-03-01,54.643377261708004,308.50220870036264,67.70017918635106,331.592531220589,241.85059065878124,96.24879353423734,53.393907010449105,277.98448020764664,254.884145948391,247.92909773184536,257.5356467129925,69.30758799019591,143.046253650572,85.21335912549426,299.1885507314226,161.20554878475787,132.30161303291155,77.81673999961005,140.02220746933594,115.81535922649437,292.35182116433083,183.42081014859548,288.86824825980256,193.47435991868056,73.7567331917646,235.23538877536336,218.65456241702455,206.39972240376298,214.23861672302598,162.73819736029893,171.62785478406414,178.71559975359037,55.42429560123418
2021-03-02,54.961738232105226,314.2456299988344,66.64699009244676,337.1005702972367,241.5382457479402,97.81619511582956,53.99105514779574,274.96233222942317,256.98363041168676,248.83691902212993,257.6958170417384,69.25930583151046,142.8806777861349,86.16139380882197,302.0111306189502,161.30805596601263,130.0295761798171,78.66831954271618,142.00899326994121,121.63812377520499,299.0080522057009,177.6190147927577,289.37262249462435,197.2690199258014,74.32982457738284,236.11977763867884,221.37879024281577,204.62634946833884,215.63627881532943,161.9325560972773,171.63963946842256,180.68187171849513,54.599066852386464
2021-03-03,56.50466251267875,311.4933429757737,67.00879436081885,331.0007467197145,243.4517439900771,100.41634762505855,53.58186292778736,271.75971088964525,258.18779703610244,252.5489959960302,249.99927341196576,68.32662392141454,141.78296186314952,85.23756618101558,298.1302118951851,155.90424322517273,130.9675606064018,79.26136303329102,137.47367443989737,125.48111750635073,309.6783149510955,175.38764328456153,296.59852831237947,196.13500433624614,74.51341999881414,234.25858608848594,228.16282669888008,203.8202630546408,216.0631921350305,159.73492698168468,176.2129531256669,185.1977171795814,56.073897815464136
2021-03-04,57.68012902251558,307.4201138879057,68.1270256415793,331.08487399356835,246.93820611164793,102.47163454301209,53.06853843587861,274.73677834646054,261.0470612075152,245.8266154293252,254.21745728803796,67.98683966747092,139.6165504985204,84.2977991305782,297.52814282322873,157.1534122901686,128.91031804693984,79.60172439079818,139.03142460059465,130.56517689133807,302.91384949126905,174.36854055502968,298.2653558180413,198.58405502884662,74.26663501901912,237.19781835092286,222.29342265898453,200.248200069072,217.11081915742372,155.3177713532392,173.41003798357352,183.96594654371083,56.78805601164261
2021-03-05,55.39279749817051,308.659376177007,69.54341966887007,330.34324486895173,246.01744342779477,103.22829016622819,52.92165904027644,279.1005700277535,256.6155435382544,245.80699846874145,255.30989053519076,67.6946226992054,132.7108205927595,84.13281287937302,301.887795962548,159.18582021592164,129.48244835000236,77.74411317867026,140.11745240711645,128.99246142852812,305.2100155803206,174.74784933094693,292.2209043498931,196.77728221069842,74.60454384923922,236.7817795910715,219.81803032788767,197.67381226285465,216.3395117588244,160.24151486244992,172.20157223711638,183.96587961791414,56.88735295287759
2021-03-08,54.074305248680986,297.22127644577205,68.17585139152132,331.54476671870253,246.297069095975,104.55698529277763,53.00426861633551,278.89918807499964,254.27524616715826,248.0720531117046,250.44772883019823,66.77953909737819,134.1064995941994,82.66176424991376,313.8257447439421,159.41594563003284,130.04659107986782,76.40748063152327,139.29701588593082,127.83720081481039,301.87053345978205,176.65568734211465,289.4934978860976,198.96112084417038,77.03426285373165,236.1902801893476,220.31305199777955,198.8124412067571,221.51930814460704,159.98135817856163,170.28072166615493,180.9976596923354,56.838862979911084
2021-03-09,53.564149579505674,310.5252416104355,70.6074714733946,327.13304577351937,244.4842825758129,104.70661486270077,54.13236346758923,279.2084252818837,251.785484242241,248.03451562321305,247.17572487601294,67.32666769544969,132.4740282755485,82.11515709645411,319.76071030121375,157.44902437131648,127.88225787189535,76.5780581425917,138.36114001867645,129.24771768611862,303.93189683425015,176.57930665697262,289.1482537223367,197.4773334273507,77.13460539913922,238.39455061961775,217.46702418112304,198.85661023905416,224.57780788943447,161.60083770840143,173.47780568994065,179.69958488364574,55.174186156196704
2021-03-10,53.801035209906324,313.07544900282113,72.5517173855956,332.45397057128525,245.93974382233634,106.175106399465,53.98277410176293,275.6264047273862,252.33010004324439,250.56255921378838,250.58773932975612,68.07813982705777,131.51811820213595,81.83980947878355,322.2897357593613,156.07102552139477,127.13958997532374,77.08727813934524,140.4249414152419,128.71120709605356,296.76052889387495,174.40571817577055,290.4182497693128,197.93427583579987,77.38055547971489,239.75311221462005,217.5245728039958,199.67400744171604,224.52645556425801,165.33883769242937,177.0379686104104,176.97786641903613,54.95032851029455
2021-03-11,53.84508445851783,311.38090788317993,75.17343897553985,333.560677058071,243.8830380726527,107.33601431578607,54.20847017835319,276.6823739215829,259.67051205262436,251.5409445500152,248.9990273604967,66.44059487431555,131.18014886588526,83.29812613367999,321.86578954731937,150.4834651945816,126.42707468609548,78.77664427520428,141.93172608718848,126.4416818317268,293.3709001946281,173.212513367506,286.41891244109075,193.79124642415223,78.1120690628052,242.90341170099896,213.13503264187096,203.32993195238924,224.3076550373093,169.42055596051858,177.19231736135265,177.32193712180026,55.289714485868544
